"School ID","School Name","Type","Authority","Gender","Regional Council","TA with Auckland Local Board","From","To","Number of changes"
3065,"Waitohu School","Contributing","State: Not integrated","Co-Ed","Wellington Region","Kapiti Coast District",2000,2017,1
3066,"Waiwhetu School","Full Primary","State: Not integrated","Co-Ed","Wellington Region","Lower Hutt City",2000,2001,1
3067,"Ward School","Full Primary","State: Not integrated","Co-Ed","Marlborough Region","Marlborough District",2000,2017,1
3068,"Waterloo School","Contributing","State: Not integrated","Co-Ed","Wellington Region","Lower Hutt City",2000,2017,1
3070,"Whareama School","Full Primary","State: Not integrated","Co-Ed","Wellington Region","Masterton District",2000,2017,1
3071,"Whitney Street School","Contributing","State: Not integrated","Co-Ed","Marlborough Region","Marlborough District",2000,2017,1
3072,"Wilford School","Full Primary","State: Not integrated","Co-Ed","Wellington Region","Lower Hutt City",2000,2017,1
3073,"Otari School","Full Primary","State: Not integrated","Co-Ed","Wellington Region","Wellington City",2000,2017,1
3074,"Windley School","Full Primary","State: Not integrated","Co-Ed","Wellington Region","Porirua City",2000,2017,1
3075,"Witherlea School","Contributing","State: Not integrated","Co-Ed","Marlborough Region","Marlborough District",2000,2017,1
3076,"Woodhatton School","Contributing","State: Not integrated","Co-Ed","Wellington Region","Lower Hutt City",2000,2001,1
3077,"Worser Bay School","Contributing","State: Not integrated","Co-Ed","Wellington Region","Wellington City",2000,2017,1
3100,"TKKM o Te Hiringa","Full Primary","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2003,2017,2
3100,"TKKM o Te Hiringa","Kura Teina - Primary","State: Not integrated","Co-Ed","Waikato Region","South Waikato District",2001,2002,2
3101,"Te Kura-a-iwi o Whakatupuranga Rua Mano","Composite (Year 1-15)","State: Not integrated","Co-Ed","Wellington Region","Kapiti Coast District",2002,2017,1
3102,"TKKM o Waiuku","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2007,2017,3
3102,"TKKM o Waiuku","Kura Teina - Composite","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2003,2006,3
3102,"TKKM o Waiuku","Kura Teina - Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Franklin",2001,2002,3
3103,"TKKM o Hurungaterangi","Full Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2007,2017,3
3103,"TKKM o Hurungaterangi","Kura Teina - Composite","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2003,2006,3
3103,"TKKM o Hurungaterangi","Kura Teina - Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Rotorua District",2001,2002,3
3104,"TKKM o Te Kotuku","Full Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Henderson-Massey",2002,2017,2
3104,"TKKM o Te Kotuku","Kura Teina - Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Henderson-Massey",2001,2001,2
3106,"TKKM o Whangaroa","Composite (Year 1-15)","State: Not integrated","Co-Ed","Northland Region","Far North District",2010,2017,4
3106,"TKKM o Whangaroa","Full Primary","State: Not integrated","Co-Ed","Northland Region","Far North District",2005,2009,4
3106,"TKKM o Whangaroa","Kura Teina - Composite","State: Not integrated","Co-Ed","Northland Region","Far North District",2003,2004,4
3106,"TKKM o Whangaroa","Kura Teina - Primary","State: Not integrated","Co-Ed","Northland Region","Far North District",2001,2002,4
3107,"TKKM o Te Ara Hou","Composite (Year 1-15)","State: Not integrated","Co-Ed","Hawkes Bay Region","Napier City",2002,2017,1
3108,"TKKM o Nga Waipupu o Punahau","Kura Teina - Composite","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Horowhenua District",2003,2006,2
3108,"TKKM o Nga Waipupu o Punahau","Kura Teina - Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Horowhenua District",2001,2002,2
3113,"Te Wharekura o Manurewa","Kura Teina - Composite","State: Not integrated","Co-Ed","Auckland Region","Auckland- Manurewa",2003,2009,3
3113,"Te Wharekura o Manurewa","Kura Teina - Primary","State: Not integrated","Co-Ed","Auckland Region","Auckland- Manurewa",2002,2002,3
3113,"Te Wharekura o Manurewa","Secondary (Year 9-15)","State: Not integrated","Co-Ed","Auckland Region","Auckland- Manurewa",2010,2017,3
3114,"TKKM o Pukemiro","Composite (Year 1-15)","State: Not integrated","Co-Ed","Northland Region","Far North District",2012,2017,4
3114,"TKKM o Pukemiro","Full Primary","State: Not integrated","Co-Ed","Northland Region","Far North District",2006,2011,4
3114,"TKKM o Pukemiro","Kura Teina - Composite","State: Not integrated","Co-Ed","Northland Region","Far North District",2003,2005,4
3114,"TKKM o Pukemiro","Kura Teina - Primary","State: Not integrated","Co-Ed","Northland Region","Far North District",2002,2002,4
3115,"Te Wharekura o Te Rau Aroha","Composite (Year 1-15)","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2008,2017,3
3115,"Te Wharekura o Te Rau Aroha","Kura Teina - Composite","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2003,2007,3
3115,"Te Wharekura o Te Rau Aroha","Kura Teina - Primary","State: Not integrated","Co-Ed","Waikato Region","Matamata-Piako District",2002,2002,3
3116,"TKKM Te Ahureinga o Whakatohea","Kura Teina - Composite","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2003,2006,2
3116,"TKKM Te Ahureinga o Whakatohea","Kura Teina - Primary","State: Not integrated","Co-Ed","Bay of Plenty Region","Opotiki District",2002,2002,2
3117,"TKKM o Te Tonga o Hokianga","Composite (Year 1-15)","State: Not integrated","Co-Ed","Northland Region","Far North District",2010,2017,3
3117,"TKKM o Te Tonga o Hokianga","Full Primary","State: Not integrated","Co-Ed","Northland Region","Far North District",2006,2009,3
3117,"TKKM o Te Tonga o Hokianga","Kura Teina - Primary","State: Not integrated","Co-Ed","Northland Region","Far North District",2003,2005,3
3118,"Te Kura Kaupapa Maori o Taumarunui","Full Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2010,2017,2
3118,"Te Kura Kaupapa Maori o Taumarunui","Kura Teina - Primary","State: Not integrated","Co-Ed","Manawatu-Wanganui Region","Ruapehu District",2003,2009,2
3119,"TKKM o Kawakawa mai Tawhiti","Composite (Year 1-15)","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2010,2017,3
3119,"TKKM o Kawakawa mai Tawhiti","Full Primary","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2006,2009,3
3119,"TKKM o Kawakawa mai Tawhiti","Kura Teina - Primary","State: Not integrated","Co-Ed","Gisborne Region","Gisborne District",2005,2005,3
3180,"Appleby School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3181,"Auckland Point School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2011,2017,2
3181,"Auckland Point School","Full Primary","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2010,2
3182,"Birchwood School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3183,"Brightwater School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3184,"Broadgreen Intermediate","Intermediate","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3185,"Brooklyn School (Motueka)","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3186,"Canvastown School","Full Primary","State: Not integrated","Co-Ed","Marlborough Region","Marlborough District",2000,2017,1
3187,"Clifton Terrace School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3188,"Dovedale School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3189,"Enner Glynn School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3190,"Foxhill School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2001,1
3191,"French Pass School","Full Primary","State: Not integrated","Co-Ed","Marlborough Region","Marlborough District",2000,2005,1
3192,"Granity School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Buller District",2000,2017,1
3193,"Hampden Street School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3194,"Henley School (Nelson)","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3195,"Hira School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3196,"Hope School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3198,"Inangahua Junction School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Buller District",2000,2017,1
3199,"Lake Rotoiti School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3200,"Lower Moutere School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3201,"Mahana School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3202,"Maitai School","Special School","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3203,"Mapua School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3204,"Maruia School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Buller District",2000,2017,1
3206,"Motueka South School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3207,"Motupipi School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3208,"Nayland Primary School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3209,"Nelson Central School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3210,"Nelson Intermediate","Intermediate","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3212,"Ngatimoti School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3213,"Parklands School (Motueka)","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3214,"Ranzau School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3215,"Reefton School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Buller District",2000,2003,1
3216,"Richmond School (Nelson)","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3217,"Riwaka School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3219,"Sacred Heart School (Reefton)","Full Primary","State: Integrated","Co-Ed","West Coast Region","Buller District",2000,2017,1
3220,"St Canice's School (Westport)","Full Primary","State: Integrated","Co-Ed","West Coast Region","Buller District",2000,2017,1
3221,"St Joseph's School (Nelson)","Full Primary","State: Integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3222,"St Peter Chanel School (Motueka)","Full Primary","State: Integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3223,"Stoke School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3224,"Tahunanui School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3225,"Central Takaka School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3226,"Takaka Primary School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3228,"Tasman School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3229,"Upper Moutere School","Full Primary","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3231,"Victory Primary School","Contributing","State: Not integrated","Co-Ed","Nelson Region","Nelson City",2000,2017,1
3232,"Waimangaroa School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Buller District",2000,2012,1
3233,"Waimea Intermediate","Intermediate","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3234,"Wakefield School","Contributing","State: Not integrated","Co-Ed","Tasman Region","Tasman District",2000,2017,1
3235,"Westport North School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Buller District",2000,2017,1
3236,"Westport South School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Buller District",2000,2017,1
3270,"Sacred Heart School (Christchurch)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3271,"Addington School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3272,"Ahaura School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2004,1
3273,"Albury School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Mackenzie District",2000,2017,1
3274,"Allenton School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3275,"Allenvale Special School and Res Centre","Special School","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3276,"Amberley School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Hurunui District",2000,2017,1
3278,"Aorangi School (Christchurch)","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2009,1
3279,"Aranui School (Christchurch)","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2016,1
3280,"Arowhenua Maori School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2010,2
3280,"Arowhenua Maori School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2011,2017,2
3281,"Ashburton Borough School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3282,"Ashburton Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3283,"Ashburton Netherby School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3284,"Ashgrove School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3285,"Ashley School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3286,"Avondale School (Christchurch)","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2016,1
3287,"Avonhead School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3288,"Bamford School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3289,"Banks Avenue School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3290,"Barrytown School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2017,1
3291,"Beckenham School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3292,"Belfast School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3293,"Bishopdale School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3294,"Blackball School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2004,1
3295,"Blaketown School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2017,1
3298,"Branston Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
3299,"Breens Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3300,"Birch Grove School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2003,1
3301,"Broadfield School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3302,"Bromley School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3303,"Broomfield School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Hurunui District",2000,2017,1
3304,"Burnham School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3305,"Burnside Primary School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3306,"Burwood School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
3307,"Cannington School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Mackenzie District",2000,2004,2
3307,"Cannington School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Mackenzie District",2005,2017,2
3308,"Carew Peel Forest School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3309,"Casebrook Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3310,"Cashmere Primary School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3311,"Central New Brighton School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2014,1
3313,"Chertsey School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3314,"Chisnallwood Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3316,"Christ The King School (Burnside)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3317,"Christchurch East School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3318,"Christchurch South Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3319,"Clandeboye School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3320,"Claremont School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3321,"Clarkville School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3322,"Cobden School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2000,2
3322,"Cobden School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2001,2017,2
3323,"Cobham Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3324,"Cotswold School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3325,"Cust School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3326,"Darfield School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3327,"Diamond Harbour School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3328,"Brunnerton Primary School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2004,1
3329,"Dorie School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3331,"Dunsandel School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3332,"Duvauchelle School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3334,"Elmwood Normal School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3335,"Fairlie School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Mackenzie District",2000,2017,1
3336,"Fairton School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3337,"Fairview School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3338,"Fendalton Open Air School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3339,"Ferndale School (Christchurch)","Special School","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3340,"Fernside School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3342,"Fox Glacier School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3343,"Franz Josef Glacier School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3344,"Freeville School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2014,1
3345,"Geraldine Primary School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,2
3346,"Gilberthorpe School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3347,"Gleniti School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2017,1
3348,"Glenavy School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimate District",2000,2017,1
3349,"Glenelg Health Camp School","Special School","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2011,1
3350,"Glenmoor School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
3352,"Glentunnel School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3354,"Governors Bay School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3355,"Grantlea School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3357,"Greendale School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3358,"Greenpark School (Christchurch)","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2013,1
3359,"Greta Valley School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Hurunui District",2000,2017,1
3360,"Greymouth Junior High School","Intermediate","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2001,1
3361,"Greymouth Main School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2017,1
3363,"Haast School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3366,"Halswell School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3367,"Hampstead School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3368,"Hanmer Springs School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Hurunui District",2000,2017,1
3369,"Hapuku School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Kaikoura District",2000,2009,2
3369,"Hapuku School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Kaikoura District",2010,2017,2
3370,"Harewood School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3371,"Heathcote Valley School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3372,"Heaton Normal Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3373,"Highfield School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,2
3373,"Highfield School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2005,2017,2
3374,"Hilton School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3375,"Hinds School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3376,"Hokitika School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3377,"Homebush School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2002,1
3379,"Hoon Hay School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3380,"Hornby Primary School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3381,"Hororata School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3384,"Ilam School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3385,"Isleworth School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3386,"Jacobs River School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2012,1
3387,"Kaingaroa School (Chatham Islands)","Full Primary","State: Not integrated","Co-Ed","Chatham Is. County","Chatham Islands Territory",2000,2017,1
3388,"Kaiapoi Borough School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3389,"Kaiapoi North School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3390,"Kaiata School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2002,2
3390,"Kaiata School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2003,2004,2
3391,"Kaikoura Primary School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Kaikoura District",2000,2017,1
3392,"Kaikoura Suburban School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Kaikoura District",2000,2017,1
3393,"Kaniere School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3394,"Karoro School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2000,2
3394,"Karoro School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2001,2017,2
3395,"Kendal School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
3396,"Kirkwood Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3397,"Kirwee Model School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3398,"Kokatahi-Kowhitirangi School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3401,"Kumara School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3402,"Ladbrooks School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3403,"Ashburton Borough Lagmhor Site","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2000,1
3404,"Lake Brunner School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2004,2
3406,"Lake Tekapo School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Mackenzie District",2000,2017,1
3407,"Lauriston School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3408,"Le Bons Bay School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2012,1
3410,"Leeston School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3411,"Leithfield School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Hurunui District",2000,2017,1
3412,"Lincoln Primary School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3413,"Linwood Avenue School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3414,"Linwood Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
3415,"Linwood North School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3418,"Little River School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3419,"Loburn School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3420,"Lowcliffe School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2011,1
3422,"Lynton Downs School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Kaikoura District",2000,2016,1
3423,"Lyttelton Main School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
3424,"Lyttelton West School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
3425,"Mairehau School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3426,"Makikihi School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimate District",2000,2017,1
3427,"Manning Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
